id,duration_raw,gender,age,city,area,occupation,education,soundproof_wall,home_office,noise_impact,insulation,noise_traffic,noise_life,noise_construction,noise_business,noise_public,noise_animal,distance_source,time_period,eff_sleep_onset,eff_sleep_interrupt,eff_attention,eff_relationship,eff_mental,eff_physical,eff_hearing,eff_emotion,satisfaction,governance_satisfaction,coping_endure,coping_negotiate,coping_community,coping_protect,coping_official,coping_legal,coping_other,awareness_channel,awareness_policy,awareness_necessity,resp_gov,resp_property,resp_business,resp_resident,resp_other,meas_enforce,meas_law,meas_facility,meas_time,meas_publicity,meas_complaint,meas_planning,meas_other,open_text,duration
241,71秒,1,4,3,1,3,4,2,2.0,3,3,4,1,4,5,1,5,2,3,2,4,1,5,1,5,4,1,1,5,0,0,1,0,1,0,0,2,4,3,0,1,1,0,0,0,1,0,0,1,0,0,0,门框四周加装断桥铝双层中空玻璃,71.0
242,104秒,1,3,3,1,6,3,1,2.0,4,3,3,3,3,4,4,4,2,1,3,4,4,3,3,4,4,3,3,3,0,1,1,0,1,0,0,4,3,2,1,1,0,0,0,1,0,1,0,0,1,0,0,很好,104.0
245,112秒,1,2,2,2,5,5,1,,2,2,3,1,5,1,5,4,3,1,2,4,1,5,2,5,1,5,1,4,1,0,1,0,0,1,0,2,4,2,1,1,0,1,0,0,1,0,1,0,0,0,0,普通玻璃贴音防爆膜,112.0
246,80秒,1,1,2,3,5,4,2,,5,2,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,2,4,1,0,0,1,0,1,0,2,4,2,1,0,0,1,0,0,1,1,0,1,0,1,0,玄关摆放高柜，绿植墙挡传音,80.0
247,100秒,2,4,3,2,4,5,1,1.0,2,4,4,3,4,4,3,4,3,4,4,3,4,4,3,3,4,3,2,2,0,1,0,1,0,0,1,4,2,2,1,1,1,0,0,1,1,0,1,1,0,0,0,6,100.0
249,76秒,1,2,2,2,4,2,2,3.0,2,4,4,3,4,3,4,4,3,4,3,2,4,4,3,3,4,4,2,2,0,1,1,0,0,0,0,5,2,2,1,0,0,1,0,0,1,0,0,1,1,0,0,6,76.0
250,63秒,1,2,1,3,8,2,1,,2,3,4,2,5,1,5,5,1,2,2,4,1,5,1,4,3,4,2,4,1,0,1,0,0,1,0,2,4,1,0,1,0,0,1,0,1,0,0,0,1,0,0,老旧窗户更换静音滑轮，减少推拉异响,63.0
251,80秒,2,4,2,3,1,2,1,2.0,5,4,2,5,5,1,5,2,4,2,1,5,5,1,4,2,3,3,3,4,1,0,1,0,1,0,0,2,4,1,1,1,1,0,1,0,1,0,1,0,0,1,0,卧室门底部加装门底隔音隔断柜,80.0
252,117秒,2,4,3,3,8,4,1,,4,2,4,2,4,1,5,3,2,3,3,4,1,4,1,4,1,4,5,1,1,0,1,0,1,0,0,4,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,墙面加装聚酯纤维隔音板,117.0
253,118秒,1,4,3,3,9,4,3,2.0,2,5,2,4,4,5,1,5,5,3,1,5,5,1,4,2,4,2,3,4,0,1,0,0,1,0,0,2,4,1,1,1,0,0,1,0,1,0,0,0,1,0,0,可客厅卧室铺隔音棉再漆,118.0
254,384秒,1,2,2,2,5,6,1,,3,4,4,3,4,3,3,3,2,4,4,3,3,3,2,4,2,3,2,2,0,0,1,0,1,0,0,2,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,86,384.0
255,108秒,2,4,2,4,6,3,2,2.0,3,4,4,2,4,1,5,1,5,2,5,5,5,4,5,4,5,3,1,5,1,0,1,0,0,1,0,2,5,1,0,1,1,0,0,0,0,1,0,0,1,0,0,楼下噪音大，做吊顶隔音,108.0
256,69秒,1,2,3,3,5,3,2,,2,3,4,4,3,4,3,3,2,2,4,3,3,3,4,3,3,4,2,2,0,1,1,1,0,0,0,4,2,2,1,0,1,0,0,0,0,1,1,0,0,0,0,6,69.0
258,91秒,1,5,3,3,3,3,1,2.0,3,3,1,5,3,4,4,3,2,2,2,3,1,4,3,2,4,4,2,4,0,0,1,0,1,0,0,3,2,3,1,0,0,0,1,0,1,0,0,0,0,1,0,远离空调外机、风机位置布置床位,91.0
259,134秒,2,3,3,4,2,1,3,2.0,2,4,3,4,3,3,4,4,3,4,4,3,4,4,3,4,4,3,2,2,0,0,1,0,1,0,0,4,2,2,1,1,1,1,0,0,1,1,0,1,0,0,0,6,134.0
260,73秒,1,4,2,3,8,3,2,,5,5,2,5,5,5,1,5,5,1,1,4,2,4,1,4,4,4,2,5,1,0,0,1,0,0,0,2,5,3,0,1,0,0,0,0,0,0,1,1,0,0,0,洗衣机放平稳,73.0
261,103秒,2,4,1,3,7,4,2,,2,4,4,4,3,3,3,4,4,4,4,3,4,4,4,4,4,3,2,2,0,0,1,0,1,0,0,3,2,2,0,1,1,0,0,0,1,1,0,0,1,0,0,6,103.0
262,178秒,2,3,3,2,9,3,2,2.0,4,5,2,3,4,5,3,2,3,2,2,3,2,3,4,3,1,1,3,3,0,0,1,1,0,0,0,2,3,5,0,0,1,0,1,0,0,1,0,0,0,0,0,床头不要靠电梯、楼道、下水管道墙,178.0
263,149秒,1,1,1,1,2,2,2,2.0,5,4,3,4,2,4,3,5,4,2,1,5,2,5,1,4,2,4,2,2,0,0,0,1,0,1,0,2,4,2,0,0,1,0,0,0,1,0,0,0,0,0,0,配备降噪耳机,149.0
265,86秒,1,3,3,4,4,5,1,2.0,3,4,1,2,4,3,3,4,3,4,3,2,4,2,5,1,2,2,4,3,0,1,0,0,1,0,0,2,1,4,1,0,1,0,0,0,1,0,0,0,0,1,0,室内空调定期清洗滤网，降低风噪,86.0
266,76秒,1,3,1,3,3,4,3,2.0,5,4,2,4,2,4,2,4,3,3,2,3,3,2,2,2,1,3,2,3,1,0,0,1,0,0,1,2,4,3,0,0,1,0,0,1,0,0,0,0,1,0,0,垫隔音垫子,76.0
267,76秒,1,3,1,3,4,6,1,3.0,3,2,4,3,3,2,2,4,2,3,3,1,3,4,3,2,4,3,2,3,1,0,0,1,0,0,0,2,3,5,0,0,1,0,0,1,0,0,0,0,0,1,0,扫地机器人选静音款，设定白天工作,76.0
268,86秒,2,2,3,4,4,4,1,2.0,2,5,4,4,2,2,4,4,4,3,1,4,4,2,4,2,2,4,2,2,1,0,0,1,0,0,0,1,4,4,0,0,1,0,0,1,0,0,0,0,1,0,0,邻里友好沟通,86.0
269,107秒,1,4,2,5,5,4,2,,3,3,1,3,4,3,4,2,4,2,2,3,2,4,1,4,2,3,2,4,0,0,0,0,0,1,0,3,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,午休、夜间使用静音白噪音掩盖噪音,107.0
270,103秒,2,2,3,4,8,4,2,,2,4,4,1,4,2,4,4,3,3,1,5,1,4,2,2,4,1,3,5,0,1,0,0,0,0,0,2,5,3,0,0,1,0,0,0,0,1,0,0,0,0,0,工地马路上加装全套隔音墙,103.0
271,427秒,2,4,3,1,1,5,1,2.0,3,3,4,3,3,4,4,3,3,3,3,3,4,4,4,3,3,3,2,2,0,1,1,1,1,1,0,5,5,2,1,1,1,1,0,1,1,0,1,1,1,0,0,6,427.0
272,115秒,2,5,3,4,7,4,1,,5,3,2,3,2,4,4,2,1,2,2,2,4,2,2,5,1,4,4,3,0,0,0,1,0,0,1,2,4,5,1,0,0,1,0,0,0,1,0,0,0,0,0,宠物训练定点安静活动，避免深夜吠叫,115.0
273,121秒,1,5,3,5,3,3,3,3.0,3,4,4,4,1,4,1,4,5,3,2,4,1,4,4,5,1,4,3,5,0,1,0,1,0,0,0,1,5,2,1,0,1,0,0,0,0,1,0,0,1,0,0,租房优先选择不靠路边的,121.0
274,83秒,1,3,3,2,4,4,2,1.0,3,4,4,3,4,3,4,4,3,4,4,3,4,3,4,4,4,3,2,2,0,1,0,1,1,0,0,4,3,2,1,0,1,1,0,1,0,0,1,1,0,0,0,6,83.0
275,107秒,1,3,1,4,3,2,3,3.0,3,2,2,2,2,4,4,4,3,4,4,3,4,2,5,2,3,2,2,3,0,1,0,1,0,0,0,2,3,3,0,0,1,0,0,0,0,0,0,0,1,0,0,收纳箱、塑料物品轻挪轻放，减少碰撞声,107.0
276,100秒,2,1,2,3,2,5,1,2.0,2,4,4,2,2,5,1,5,3,4,1,5,1,5,2,4,2,4,2,2,0,1,0,0,1,0,0,2,4,2,1,1,0,1,0,0,1,0,0,1,0,0,0,阳台做绿植花架，多层绿植吸音降噪,100.0
277,76秒,1,3,1,4,4,3,3,1.0,5,2,3,2,2,4,4,2,5,3,4,2,4,2,4,2,4,2,3,2,0,0,1,1,0,0,0,3,2,3,0,1,0,0,0,0,0,0,1,1,0,0,0,户外广场舞、车流区关闭靠噪音侧窗户,76.0
278,90秒,1,3,2,4,3,4,3,2.0,5,3,4,2,4,2,4,1,4,2,2,5,1,4,2,5,4,2,2,4,0,0,1,0,0,0,0,2,4,4,0,1,0,1,0,0,0,1,0,0,1,0,0,养成规律作息，用隔音装备,90.0
279,86秒,2,4,2,3,4,4,2,2.0,4,4,3,2,4,4,3,3,1,3,3,2,3,2,3,2,4,2,3,2,0,1,0,0,0,1,0,3,2,2,1,0,0,0,0,0,0,1,0,0,1,0,0,午休、夜间使用静音白噪音掩盖噪音,86.0
280,90秒,2,2,1,4,5,3,2,,2,5,2,4,1,4,4,1,3,2,1,4,1,4,2,4,4,2,2,5,0,0,1,0,0,0,0,1,5,4,0,0,1,0,0,0,1,0,0,1,0,0,0,电梯旁房间做额外墙面隔音加固,90.0
281,283秒,1,3,1,2,3,3,2,2.0,2,4,4,3,4,4,2,3,2,4,4,3,4,3,4,3,3,4,2,2,0,1,1,1,0,0,0,4,3,2,1,1,0,1,0,0,1,1,0,1,0,0,0,6,283.0
282,125秒,2,2,1,2,2,2,1,2.0,5,4,3,3,4,2,2,4,3,4,3,2,4,2,4,2,4,2,3,2,0,0,1,0,1,0,0,3,2,3,0,0,1,0,1,0,0,0,0,0,1,0,0,书房墙面装吸音板、挂布艺挂毯,125.0
283,55秒,1,3,2,4,4,2,2,1.0,2,4,4,3,4,3,4,4,3,4,3,4,4,3,4,3,3,4,2,2,0,0,1,0,1,1,0,4,2,2,0,1,0,1,1,1,1,0,1,1,0,0,0,6,55.0
284,52秒,2,3,1,1,1,5,2,3.0,2,4,3,3,3,3,3,3,3,4,4,3,4,3,3,4,3,3,3,2,1,1,0,1,0,0,0,3,2,2,0,1,0,1,0,0,1,1,0,1,0,0,0,6,52.0
285,196秒,2,3,3,5,7,3,2,,3,5,4,1,5,1,4,2,4,2,2,4,2,4,4,2,4,3,3,4,0,0,1,0,0,1,0,2,4,3,0,0,0,1,0,1,0,0,1,0,0,0,0,洗衣机下方铺专营减震垫,196.0
286,52秒,2,3,2,2,4,3,2,3.0,4,3,3,4,3,4,4,3,2,4,3,3,4,3,3,4,4,3,2,2,0,0,1,1,1,0,0,3,3,2,0,1,1,1,0,0,1,1,0,0,1,0,0,6,52.0
287,245秒,2,5,3,2,2,2,1,1.0,3,3,4,3,3,4,3,3,2,1,2,3,3,2,3,2,3,4,3,4,1,0,0,0,1,0,0,3,2,2,0,1,1,0,0,0,0,0,1,0,0,1,0,饮水机摆放平稳，减少烧水震动声,245.0
288,137秒,2,5,3,4,3,4,2,2.0,5,4,5,2,4,1,2,5,5,2,2,5,1,4,1,4,4,1,1,1,0,1,0,0,0,1,0,2,4,3,0,1,0,0,0,0,0,1,0,0,1,0,0,床脚套用硅胶,137.0
289,135秒,1,5,1,2,1,2,1,1.0,3,2,3,4,3,2,4,5,4,1,3,2,4,2,4,2,4,2,3,4,1,0,0,1,0,0,0,3,4,3,0,1,0,0,0,0,1,0,0,1,0,0,0,毛坯墙先铺隔音棉再刷漆,135.0
290,235秒,1,3,3,1,2,3,3,2.0,4,4,4,3,3,4,4,3,4,4,3,3,4,3,3,4,3,4,3,2,0,0,1,0,0,0,0,3,2,2,0,1,0,1,0,1,1,0,1,0,0,0,0,6,235.0
291,134秒,1,3,1,4,4,4,3,2.0,1,4,3,2,4,1,4,4,1,2,2,5,1,4,2,4,2,4,2,4,0,0,1,1,0,0,0,2,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,床头不要靠电梯，楼道,134.0
292,137秒,2,4,3,4,2,4,2,1.0,5,2,3,4,3,3,4,4,4,1,3,2,4,3,4,2,4,2,2,4,0,0,1,0,1,0,0,2,3,2,0,1,0,0,0,1,1,1,0,1,0,0,0,窗边缝隙用发泡胶填充密封,137.0
293,153秒,1,3,3,3,7,5,3,,2,4,4,2,4,4,4,4,2,2,2,4,2,4,2,4,2,4,2,4,0,0,0,1,0,0,1,2,4,4,0,0,1,0,0,0,0,1,1,0,0,0,1,隔音板,153.0
294,242秒,2,4,3,3,8,3,3,,4,4,2,2,4,3,3,4,2,2,2,3,2,4,2,4,3,3,3,4,0,0,1,0,1,0,0,2,4,4,0,0,1,0,0,0,0,0,1,0,0,1,0,办公桌下铺隔音地毯，隔绝脚步外界声,242.0
295,176秒,2,4,3,2,4,2,2,2.0,5,3,5,4,4,2,4,2,4,3,1,2,2,4,2,4,2,4,3,5,0,1,0,1,0,0,1,2,4,3,0,1,0,1,0,1,0,0,1,0,0,0,0,广场舞，物化噪音戴降噪耳机,176.0
296,186秒,1,3,3,1,6,1,2,2.0,4,2,4,3,3,3,3,4,4,4,3,2,3,3,4,2,3,1,3,2,1,0,0,0,0,1,0,3,4,5,1,0,0,0,0,0,0,0,1,0,0,1,0,投影仪、路由器远离床头，减少电流嗡鸣,186.0
297,96秒,1,3,3,4,3,4,3,2.0,2,4,4,4,3,4,2,4,5,4,1,4,2,4,4,4,3,3,3,4,0,0,1,0,0,1,0,2,4,4,0,1,1,0,0,0,1,0,1,0,0,0,0,卫生间，厨房吊顶内管道做成减震吊件,96.0
298,99秒,2,5,3,4,4,2,2,2.0,1,4,3,2,4,2,4,4,3,1,2,3,4,2,4,3,4,2,3,2,0,1,0,1,0,0,0,2,3,1,0,1,0,0,0,0,1,0,0,0,0,1,0,沙发、床架螺丝定期拧紧，避免松动异响,99.0
299,93秒,1,2,1,3,5,4,2,,2,4,3,2,2,4,2,3,5,2,2,2,2,3,2,3,2,2,2,1,1,0,0,1,0,0,0,4,4,4,1,0,1,0,1,0,0,0,1,0,1,0,0,床头抽屉加装阻尼滑轨,93.0
300,92秒,2,3,3,1,2,2,1,1.0,5,4,3,3,3,4,2,4,2,2,4,2,3,2,4,2,4,2,2,3,0,1,0,0,0,1,0,4,2,4,1,0,0,1,0,0,0,0,1,1,0,0,0,闲置纸箱塞满旧衣服，靠墙挡噪音,92.0
301,100秒,1,3,3,5,6,4,2,1.0,2,5,4,3,3,3,4,2,3,2,2,2,3,2,2,2,4,3,2,4,0,0,0,1,1,0,0,4,4,5,0,0,1,0,0,0,1,0,1,0,0,1,0,门缝塞毛巾，旧衣服临时隔音,100.0
302,112秒,2,2,2,2,5,4,3,,1,2,2,2,3,4,2,3,4,2,2,3,2,4,2,4,2,3,3,2,0,1,0,1,0,0,0,3,2,3,1,1,0,0,0,1,0,0,0,0,1,0,0,调低低音炮音量，减少低频共振扰民,112.0
303,111秒,2,4,3,2,3,6,2,1.0,2,3,3,2,4,2,4,2,2,3,2,4,2,3,3,3,4,3,4,1,0,1,0,1,0,0,0,2,4,5,0,1,0,1,0,0,0,1,0,0,1,0,0,台灯选驱动无频闪,111.0
304,130秒,2,4,1,1,2,6,2,2.0,3,4,2,3,3,4,3,2,5,3,3,2,3,2,4,2,1,4,2,4,0,1,1,0,0,1,0,5,2,2,1,1,0,0,1,0,1,0,1,0,0,1,0,楼栋设备房、水泵房周边墙面做专业隔音改造,130.0
305,135秒,1,3,3,3,6,2,2,2.0,3,4,1,4,5,3,3,4,5,1,1,4,2,4,4,2,4,3,2,2,0,1,1,0,1,0,0,2,4,3,0,1,1,1,0,0,1,0,1,0,1,0,0,调低低音炮音量 避免回声放大,135.0
306,139秒,2,2,1,5,4,2,2,2.0,5,3,5,5,5,5,5,5,3,4,2,1,1,5,2,4,2,5,3,2,0,1,0,0,1,0,0,3,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,充电头、适配器选品牌低噪款，消除电流啸叫,139.0
307,148秒,2,4,1,4,4,5,2,3.0,2,5,2,3,4,2,4,2,3,3,2,2,4,2,3,1,2,4,2,2,0,0,1,0,0,1,0,2,4,3,0,1,0,0,0,0,0,1,0,0,0,1,0,闲置电器及时断电,148.0
308,107秒,1,3,1,2,4,4,1,2.0,4,4,3,2,2,1,1,1,3,2,3,1,3,2,4,2,5,2,2,4,0,0,1,0,0,0,0,2,4,4,1,0,0,0,0,0,1,0,0,1,0,0,0,物业反馈加装园区减速带，减少车辆鸣笛,107.0
309,140秒,2,3,3,4,2,2,3,2.0,3,4,4,2,4,2,4,2,3,1,1,4,4,4,4,4,4,3,2,2,0,1,0,0,1,0,0,1,4,4,0,0,1,0,0,0,1,0,0,1,0,0,0,电竞主机加装静音水冷,140.0
310,210秒,2,4,1,3,5,3,2,,3,1,3,3,3,2,4,4,1,4,2,2,4,2,4,2,4,2,2,3,1,0,0,1,0,1,0,2,3,2,0,1,1,0,0,0,1,0,0,0,1,0,0,楼栋设备房、水泵房周边墙面做专业隔音改造,210.0
311,209秒,2,3,1,2,2,3,3,2.0,2,4,3,3,2,4,1,4,3,4,2,3,2,4,2,4,2,4,2,4,0,1,0,0,1,0,0,2,3,3,0,0,1,0,0,0,1,0,0,0,1,0,0,小区绿化多种灌木乔木,209.0
312,154秒,1,2,1,4,5,4,2,,4,5,3,4,2,1,3,5,4,3,2,3,1,4,5,2,5,2,3,4,0,1,0,0,1,0,0,2,3,2,0,1,0,0,0,0,0,1,0,1,0,0,0,无线充电器选静音无嗡鸣型号,154.0
313,229秒,1,4,1,4,4,4,2,2.0,2,4,2,4,2,4,2,2,3,2,2,3,2,3,2,4,2,4,2,4,1,0,1,0,1,0,0,2,3,3,0,1,0,1,0,0,1,0,0,0,0,1,0,路由器光猫远离床头,229.0
314,161秒,2,3,3,4,2,5,3,1.0,3,5,3,2,3,3,4,4,5,1,3,2,3,4,3,3,2,3,2,4,0,1,0,0,0,0,0,2,3,4,1,0,0,0,0,0,0,0,0,1,0,0,0,门缝塞毛巾、旧衣服临时隔音,161.0
315,161秒,2,2,1,3,5,5,2,,3,2,1,3,2,3,3,2,2,4,1,3,2,3,2,3,3,2,3,3,0,1,0,0,1,0,0,2,3,3,1,0,1,0,1,0,1,0,0,0,1,0,0,教育孩子不拖拉椅子，不剁椒乱跳,161.0
316,87秒,2,5,2,2,8,3,3,,4,3,3,2,3,3,2,4,3,4,4,2,2,3,2,4,2,3,2,4,1,0,1,0,0,1,0,3,2,3,0,1,0,1,0,0,1,0,0,1,0,0,0,玩具全部换成静音软胶、布艺款,87.0
317,99秒,1,3,3,4,4,4,2,1.0,4,4,3,3,3,3,1,2,4,1,4,2,3,2,3,2,4,2,3,2,0,1,0,1,0,0,0,2,4,2,0,0,1,0,0,0,1,0,0,1,0,0,0,"玩具全部换成静音软胶、布艺款
禁止穿轮滑、暴走鞋在室内滑行",99.0
318,146秒,1,3,3,2,7,5,2,,1,4,2,2,2,1,2,3,3,2,2,2,2,2,1,2,1,1,2,2,0,1,0,0,1,0,0,2,3,4,0,0,1,0,1,0,1,0,0,1,0,0,0,儿童房地面全覆盖泡沫静音地垫,146.0
319,83秒,2,2,2,1,3,5,1,3.0,4,4,2,3,4,2,3,3,4,2,3,4,2,4,2,4,3,2,3,2,0,0,1,0,1,0,0,3,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,"雨水落水管外侧贴隔音棉，雨天减噪
洗衣机排水管固定牢固，避免拍打管壁",83.0
320,126秒,1,1,1,2,2,2,2,1.0,4,5,2,2,3,2,3,5,5,2,3,2,4,3,3,2,4,2,4,3,1,0,0,1,0,0,0,2,4,4,0,1,0,1,0,0,0,1,0,0,1,0,0,多放置仿真绿植、编织藤艺家具,126.0
321,133秒,2,4,1,1,3,5,2,2.0,2,4,5,2,4,2,4,4,4,4,1,4,4,2,4,4,3,3,2,5,0,1,0,0,0,1,0,2,4,3,0,1,1,0,0,0,1,0,0,0,0,0,0,对铺布艺沙发,133.0
322,189秒,2,1,1,2,5,3,2,,4,4,4,2,4,5,3,3,4,2,2,3,2,4,2,4,2,4,2,4,1,0,1,0,1,0,0,2,3,1,0,1,0,1,0,1,0,0,0,1,0,0,0,"墙内暗管空鼓处用砂浆填实，减少共振
雨水落水管外侧贴隔音棉，雨天减噪",189.0
323,147秒,2,1,1,2,5,5,2,,2,4,4,3,3,4,2,4,4,3,3,2,4,3,4,2,4,3,3,4,0,0,1,0,0,0,0,4,3,4,1,0,1,1,0,0,1,0,0,0,0,0,0,"卫生间、厨房吊顶内管道做减震吊件
洗手盆、洗菜盆下水换静音防臭软管
加装存水弯，减少下水气流轰鸣噪音
马桶进水阀换静音款，避免注水异响
墙内暗管空鼓处用砂浆填实，减少共振",147.0
324,197秒,2,3,3,3,4,3,2,1.0,3,4,4,1,4,1,4,4,3,2,2,4,2,4,4,2,3,4,2,2,0,0,1,0,0,1,0,2,4,3,0,1,1,0,0,0,1,0,0,0,0,0,0,加装存水弯，减少下水气流轰鸣噪音,197.0
325,145秒,2,3,3,3,5,5,2,,3,4,5,1,1,5,2,2,3,2,3,5,2,4,2,5,1,5,4,3,0,1,0,0,1,0,0,2,4,4,1,1,0,1,0,0,0,1,0,0,0,0,1,"排水管道和墙体之间垫软胶隔震
厨房水槽加装缓冲垫，减少碗筷碰撞声
封闭多余管道孔洞，防止噪音串层
阳台地漏定期疏通，避免气流怪响
全屋管道接口加装静音缓冲胶圈",145.0
326,101秒,2,2,2,3,3,6,1,2.0,3,2,3,2,4,2,3,3,3,1,3,2,3,2,4,2,4,3,3,3,1,0,0,1,0,0,0,5,2,1,1,0,1,0,0,0,0,1,0,1,0,0,0,"楼梯靠墙一侧加装隔音板，减少回声扩散
室内承重墙不随意开槽打孔，防止破坏隔音结构
新房验收重点查墙体空鼓，空鼓会放大噪音
飘窗内部空腔填充隔音材料，消除共鸣嗡嗡声
阳台隔断墙做加厚加固，不做单薄轻质墙
走廊过道做局部吸音吊顶，降低回声嘈杂感
入户玄关做实体隔断墙，代替镂空通透隔断",101.0
327,187秒,2,3,3,4,3,6,2,1.0,3,4,4,1,4,2,4,4,4,2,2,4,2,3,4,3,4,3,2,5,0,1,1,0,1,1,0,1,5,5,0,1,1,0,0,0,1,0,0,0,0,0,1,窗户增加隔音帘子,187.0
328,224秒,2,2,3,4,5,5,1,,4,2,4,4,3,2,4,4,2,2,4,2,2,4,3,4,4,2,2,4,1,0,0,0,1,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,"选用 Low-E 中空隔音玻璃，阻隔低频噪音
窗型材腔体内部灌注隔音填充剂
窗户安装采用悬浮安装法，不硬性贴墙传震",224.0
329,222秒,2,4,3,2,4,5,2,3.0,2,1,3,4,4,3,3,5,4,4,1,2,1,1,1,1,1,1,2,4,0,1,0,0,0,1,0,3,2,4,0,0,1,1,0,0,0,1,0,0,0,0,0,"临街窗户做内开内倒，关闭后密封更严实
窗台摆放厚重石材 + 大型盆栽，物理挡音
多扇窗户不要同时全开，避免形成风道增噪
老旧窗滑轮全部更换静音尼龙轮，无异响摩擦
窗户锁点加装缓冲胶垫，关窗无撞击巨响",222.0
330,222秒,2,4,1,2,3,5,2,2.0,4,3,3,2,2,1,4,5,5,3,3,5,2,4,2,1,4,2,2,4,0,1,0,0,1,0,0,2,3,4,1,0,1,0,0,0,0,0,1,0,1,0,0,"窗户锁点加装缓冲胶垫，关窗无撞击巨响
落地窗中间加竖框加固，减少玻璃共振晃动
窗外侧加装隔音防尘网，弱化车流高频噪音
次卧、书房统一升级同等级隔音窗，不留短板
飘窗窗户加装隐形密封条，细微缝隙不漏音
台风大风天关严窗户，减少窗框晃动异响",222.0
331,212秒,2,2,3,3,5,5,1,,2,4,4,3,3,4,3,4,3,1,1,5,2,4,3,3,4,2,3,5,0,1,0,0,0,1,0,2,4,3,1,0,1,1,0,0,1,0,0,0,1,0,0,空气净化器调夜间静音档位,212.0
332,174秒,2,2,3,1,5,5,3,,5,3,1,3,4,5,3,4,4,2,2,4,2,4,1,4,2,4,4,3,0,0,0,0,1,0,0,2,4,3,0,1,0,1,0,0,0,1,0,0,0,1,0,"新房建筑强制采用隔音分户墙、隔音楼板工艺
装修公司推广静音门窗、静音管道、阻尼隔音工艺
下水管道施工标配隔音棉、阻尼片包裹工艺
装修施工严格遵守时间，不违规深夜扰民施工
设计师户型布局把卧室远离电梯、设备间、马路
推广浮筑地面、减震吊顶专业隔音装修方案
装修工地采用静音切割机、无尘低噪施工工具
精装房标配加厚隔音窗帘、门缝密封条基础配置",174.0
333,179秒,2,2,2,1,4,5,1,2.0,4,2,2,3,3,4,2,3,4,3,4,2,3,4,2,4,2,3,3,2,0,1,0,0,0,0,0,2,4,4,0,1,1,1,0,0,0,0,1,1,0,0,0,"沿街门店禁止使用高分贝户外喇叭、循环广告音
餐饮店油烟机、风机加装隔音罩与减震底座
商场超市调低背景音乐音量，不嘈杂刺耳",179.0
334,183秒,2,2,1,2,5,5,3,,3,2,2,2,3,4,3,1,4,3,2,3,2,4,2,4,2,4,2,4,0,1,0,1,1,0,0,3,2,2,0,1,1,0,0,0,1,0,0,1,0,0,0,"电梯定期维保降噪，减少运行异响与共振
小区儿童游乐区远离卧室楼栋，设置隔音缓冲
夜间关闭小区不必要景观灯光与噪音设备",183.0
335,197秒,2,3,3,2,3,5,3,1.0,2,4,4,1,4,2,4,2,5,3,1,5,2,4,4,4,3,3,2,5,0,1,1,0,0,1,0,2,4,3,0,1,1,0,0,0,1,0,0,1,0,0,0,旧房翻新优先做门窗密封，管道隔音，墙面吸音,197.0
336,115秒,2,2,2,1,5,6,1,,4,2,5,3,3,3,2,4,2,2,2,3,3,2,4,2,4,2,4,3,0,0,1,0,1,0,0,3,2,2,1,1,1,0,0,0,1,0,1,0,1,0,0,"校园周边禁止流动摊贩、高分贝广告聚集
教会学生轻声说话、轻声走路，养成降噪习惯
教室门窗加装密封条，隔绝校外车流噪音",115.0
337,154秒,2,3,2,3,3,6,2,1.0,4,1,2,3,4,2,4,2,5,2,4,2,3,2,4,2,3,3,4,3,0,1,0,1,0,0,0,3,2,3,1,0,0,1,0,0,1,0,1,0,0,0,0,"校园课间铃声调低音量，改用柔和音乐提示
教室墙面、吊顶加装吸音板，降低室内回声
教学楼远离操场、运动场高噪区域合理布局
宿舍制定严格作息，夜间禁止喧哗、打闹、外放
校园广播分区域控制音量，不全域高分贝播放
体育课集体活动远离教学楼、办公楼安静区域",154.0
338,209秒,2,3,3,2,4,5,2,2.0,4,2,3,3,2,4,4,3,3,1,2,3,2,4,2,4,3,4,2,3,0,1,1,0,0,1,0,2,3,2,1,1,0,0,0,1,0,0,1,0,0,0,0,"楼梯、阳台护栏选用低噪结构，减少风吹共振声
装修施工垃圾搬运避开休息时段，轻运轻放
门窗安装采用软连接工艺，切断声桥传递
别墅自建房主动做庭院隔音围墙、绿植隔离
吊顶全部采用减震吊钩，杜绝楼上脚步传音",209.0
339,292秒,1,3,2,3,3,2,2,1.0,2,4,4,4,2,4,2,4,4,3,2,4,4,2,2,4,4,4,1,5,0,1,0,1,0,0,0,2,4,2,0,1,1,0,0,0,1,0,0,0,1,0,0,禁止学生在校内改造电动车,292.0
